,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence
0,2012-11-16,AAPL,18.757143020629883,18.928571701049805,18.0625,16.233966827392578,1266893600.0,4.0,-0.8844616167205608,19.89399604424853,15.615035823732427,33.96325719765005,-149.13218153379594,75.30932900315547,18.391393915812174,19.551886908213298,5.691178478820905
0,2012-11-16,AMD,1.8700000047683716,1.899999976158142,1.809999942779541,1.8600000143051147,23501300.0,4.0,-0.2700166793498986,2.3860289732156965,1.7679709633649616,29.099535006617643,-85.83713245716007,33.991783169225826,2.3903333226839703,3.009833337863286,5.691178478820905
0,2012-11-16,AMZN,11.065500259399414,11.3125,10.932000160217285,11.261500358581543,87056000.0,4.0,-0.28204066144211914,12.180825956528652,10.916674176985753,43.12857017455857,-104.93439785828524,35.204412171381286,11.859466743469238,12.245799986521403,5.691178478820905
0,2012-11-16,BIDU,94.0999984741211,94.29000091552734,91.80999755859375,92.68000030517578,6139200.0,4.0,-4.587110721364283,120.32870432452422,91.62929509564178,34.47611545953578,-198.63185821335927,65.8305379835101,107.94099960327148,110.57633298238119,5.691178478820905
0,2012-11-16,GOOG,16.08944320678711,16.264537811279297,15.840624809265137,16.119081497192383,138043489.0,4.0,-0.4394771914234852,17.451523251818514,16.025222925854827,39.84917028651323,-102.31249179939726,53.196544266891536,17.401840337117513,17.568876775105796,5.691178478820905
0,2012-11-16,INTC,20.06999969482422,20.260000228881836,19.770000457763672,15.175408363342285,50855500.0,4.0,-0.40233924848158686,16.80802874340949,14.923249866820003,35.81562966947321,-186.8549096674342,52.66712739936179,16.04150479634603,16.84837589263916,5.691178478820905
0,2012-11-16,MSFT,26.670000076293945,26.700000762939453,26.34000015258789,21.929275512695312,64083300.0,4.0,-0.49723415958246164,24.856695579445827,21.741332412802706,35.42414425514275,-189.61018723638267,46.28383656417269,23.58825461069743,24.347170384724937,5.691178478820905
0,2012-11-16,NVDA,2.8975000381469727,2.9075000286102295,2.7874999046325684,2.6124494075775146,62455200.0,4.0,-0.07937726897909902,3.021946336279904,2.5899987921609524,38.676962145774525,-172.65568215267973,39.08092791392215,2.8656594276428224,3.002862747510274,5.691178478820905
0,2012-11-16,QCOM,61.380001068115234,62.029998779296875,60.75,46.942848205566406,15580300.0,4.0,0.22952383783416508,47.683320272575706,43.07486644922606,53.20909423340635,74.22991428606414,11.937578673086433,45.55393854777018,46.50095303853353,5.691178478820905
1,2012-11-19,AAPL,19.311071395874023,20.26785659790039,19.281429290771484,17.404569625854492,823317600.0,0.0,-0.7886466560993775,19.658459374123,15.653574279136276,42.66027303660637,-75.15533857576021,32.63099434853515,18.290856234232585,19.500561555226643,27.700958859869488
1,2012-11-19,AMD,1.899999976158142,1.9500000476837158,1.8899999856948853,1.9199999570846558,18774000.0,0.0,-0.2583364960673644,2.2249120855490734,1.859087858184142,30.73307490009732,-73.4667612545423,26.91554207798345,2.346999986966451,2.975,27.700958859869488
1,2012-11-19,AMZN,11.416000366210938,11.625,11.3725004196167,11.48550033569336,71824000.0,0.0,-0.25409850908916454,12.0522003268279,10.969599809738263,45.79526645941208,-54.039143269344464,15.434817534482493,11.808200073242187,12.23464166323344,27.700958859869488
1,2012-11-19,BIDU,94.37000274658203,94.80000305175781,91.83999633789062,92.41999816894531,4983300.0,0.0,-4.90104553678519,120.07920387531723,89.80279533122572,34.31617126354648,-175.60075513486962,62.40068591383309,107.24833297729492,110.06999956766764,27.700958859869488
1,2012-11-19,GOOG,16.33128547668457,16.660551071166992,16.327051162719727,16.642868041992188,95083064.0,0.0,-0.39909185434491334,17.366068476080677,16.043952733636118,45.69641848969263,-64.44301559563377,32.11276501191487,17.318951034545897,17.565153217315675,27.700958859869488
1,2012-11-19,INTC,19.989999771118164,20.450000762939453,19.729999542236328,15.220504760742188,69433800.0,0.0,-0.39966832688133636,16.796985033653122,14.84417478690352,36.33456636016243,-156.9640376995896,43.54429796807809,15.991626294453939,16.78301461537679,27.700958859869488
1,2012-11-19,MSFT,26.799999237060547,26.799999237060547,26.469999313354492,22.10293197631836,57179300.0,0.0,-0.5262883268106364,24.77955853714205,21.60930063949369,36.996603981670184,-157.8564564141229,43.16226107193693,23.50404230753581,24.298092810312905,27.700958859869488
1,2012-11-19,NVDA,2.8975000381469727,2.934999942779541,2.862499952316284,2.6859097480773926,40409200.0,0.0,-0.07923495082765974,3.003444650330097,2.581870958648175,41.64386541234826,-126.74335607824516,33.82944787538983,2.850967264175415,2.991614055633545,27.700958859869488
1,2012-11-19,QCOM,62.5,62.54999923706055,62.04999923706055,47.06414031982422,12168800.0,0.0,0.28373414629295723,47.88443180247842,43.03520892933311,53.57543597005651,112.57907229599218,17.030409088489677,45.53978983561198,46.50317166646322,27.700958859869488
2,2012-11-20,AAPL,20.425357818603516,20.426786422729492,19.806428909301758,17.25627899169922,642754000.0,1.0,-0.7164199807749476,19.535152847208142,15.63487831886852,41.936497018323635,-60.30867392720659,28.65784545355079,18.19988161722819,19.449949804941813,15.827084680051604
2,2012-11-20,AMD,1.9199999570846558,1.9199999570846558,1.8600000143051147,1.8799999952316284,11637300.0,1.0,-0.24943222981357072,2.2114593264841877,1.8425406100964699,30.252377067248347,-77.42703736240016,29.309942072235557,2.302333319187164,2.9413333316644033,15.827084680051604
2,2012-11-20,AMZN,11.5,11.690999984741211,11.475000381469727,11.689000129699707,55434000.0,1.0,-0.21307719807606595,11.993651019502014,10.997049130034117,48.08311511354073,-30.058189276671698,11.745924170269165,11.76698341369629,12.228458325068155,15.827084680051604
2,2012-11-20,BIDU,92.43000030517578,95.4000015258789,92.41999816894531,94.05000305175781,5141800.0,1.0,-4.961124611927232,119.48249405216433,88.56650573421263,36.23470644691517,-148.94037499060357,58.28361186647941,106.57666651407878,109.71933301289876,15.827084680051604
2,2012-11-20,GOOG,16.675247192382812,16.886703491210938,16.552207946777344,16.686704635620117,83861158.0,1.0,-0.35940592917235037,17.338448455193816,16.042133209845243,46.149633503536805,-48.84707176321088,21.87360441245074,17.237855021158854,17.562318007151287,15.827084680051604
2,2012-11-20,INTC,19.8799991607666,19.8799991607666,19.350000381469727,14.664297103881836,85743300.0,1.0,-0.43739094125311695,16.86743168851151,14.657747220790249,32.936861314280364,-194.74434431076034,49.93971475657634,15.91799996693929,16.716938718159994,15.827084680051604
2,2012-11-20,MSFT,26.760000228881836,26.799999237060547,26.459999084472656,22.086393356323242,47070400.0,1.0,-0.5443732955866096,24.7771870639077,21.471382615352557,36.908059368613905,-142.5724953670158,43.29162255461531,23.424199612935386,24.252567068735758,15.827084680051604
2,2012-11-20,NVDA,2.8949999809265137,2.9075000286102295,2.8424999713897705,2.6547186374664307,33697600.0,1.0,-0.08070866536370103,3.0060235466924663,2.5667606864007952,40.777303908068,-134.84036847908888,35.716464949821855,2.837684075037638,2.9811081091562905,15.827084680051604
2,2012-11-20,QCOM,61.95000076293945,62.33000183105469,61.380001068115234,47.10202407836914,9751700.0,1.0,0.32599523882929304,48.07746120313231,43.09914135118898,53.69257976397814,100.55496681543283,8.396316479419335,45.527156321207684,46.50765724182129,15.827084680051604
3,2012-11-21,AAPL,20.15178680419922,20.263214111328125,19.878570556640625,17.28058624267578,373002000.0,2.0,-0.649728759508104,19.22971453432638,15.726663258032017,42.10306117100227,-57.053963572024315,28.65784545355079,18.124437522888183,19.39944190979004,7.471556348003997
3,2012-11-21,AMD,1.8899999856948853,1.9199999570846558,1.8600000143051147,1.8700000047683716,7525400.0,2.0,-0.24041114033756972,2.209241505166754,1.8217584414274837,30.130496154343817,-76.81281852593935,29.309942072235568,2.2583333174387614,2.9068333307902017,7.471556348003997
3,2012-11-21,AMZN,11.692000389099121,11.933500289916992,11.637499809265137,11.90149974822998,59186000.0,2.0,-0.16155822759243677,12.030056730489937,10.981893380899225,50.34699336241047,15.01122337725042,0.715632684624511,11.731933403015137,12.222033325831095,7.471556348003997
3,2012-11-21,BIDU,94.7699966430664,95.0,90.55000305175781,93.23999786376953,6673600.0,2.0,-5.016273878252093,118.46951497321741,87.53248469108924,35.69868072965264,-146.04601003867234,61.53259689381698,105.87499974568685,109.3446662902832,7.471556348003997
3,2012-11-21,GOOG,16.662296295166016,16.682470321655273,16.448347091674805,16.58458709716797,84804682.0,2.0,-0.33236330221370736,17.316090522069608,16.032610573511448,45.23975613101132,-59.307141007543045,24.73721657834519,17.161499532063804,17.557021204630534,7.471556348003997
3,2012-11-21,INTC,19.520000457763672,19.549999237060547,19.229999542236328,14.551554679870605,95636000.0,2.0,-0.47095488159369303,16.916527962060776,14.467260623602066,32.30344650087886,-189.09571204197655,51.78354796348516,15.844831180572509,16.650595744450886,7.471556348003997
3,2012-11-21,MSFT,26.709999084472656,27.170000076293945,26.670000076293945,22.284849166870117,66360300.0,2.0,-0.5365075136371402,24.784471700086137,21.396144678698043,38.728378219243424,-110.85068897177415,31.458150873625662,23.352885882059734,24.206248251597085,7.471556348003997
3,2012-11-21,NVDA,2.872499942779541,2.9625000953674316,2.869999885559082,2.730963706970215,42231200.0,2.0,-0.07486130037752003,3.005931031603435,2.5651603342107743,43.73783081814882,-94.6845421869073,25.219129338750353,2.8279371817906696,2.970763357480367,7.471556348003997
3,2012-11-21,QCOM,62.16999816894531,62.54999923706055,61.880001068115234,47.10202407836914,7841800.0,2.0,0.35539073595798953,48.23876114655915,43.20010871122894,53.69257976397814,112.7107196113152,10.708569732775024,45.545853805541995,46.507236035664874,7.471556348003997
4,2012-11-23,AAPL,20.256071090698242,20.428571701049805,20.092857360839844,17.58208465576172,272826400.0,4.0,-0.5660223308675931,19.05999884809956,15.776177070479541,44.15851491775829,-40.66403436606514,24.23324789930238,18.061411730448405,19.347599220275878,6.72551883480423
4,2012-11-23,AMD,1.9199999570846558,1.9700000286102295,1.9199999570846558,1.9500000476837158,8567500.0,4.0,-0.22422183729232703,2.192536218902238,1.8194637219699539,32.38491036189065,-63.65426547594352,21.715518709832367,2.2149999856948854,2.875166666507721,6.72551883480423
4,2012-11-23,AMZN,11.994500160217285,12.0,11.824000358581543,11.994000434875488,35536000.0,4.0,-0.11197427027208917,12.080920319671597,10.958879847412144,51.30320684260124,47.85524023613833,3.8584762950432068,11.71346673965454,12.218666664759319,6.72551883480423
4,2012-11-23,BIDU,94.81999969482422,97.41000366210938,94.0,96.22000122070312,4649900.0,4.0,-4.764595413101631,116.72492094497761,87.40007905502239,39.12592802560956,-103.65453963164732,45.880283496335956,105.5326665242513,108.99999961853027,6.72551883480423
4,2012-11-23,GOOG,16.686704635620117,16.687450408935547,16.590314865112305,16.636890411376953,37038310.0,4.0,-0.3032160987369714,17.287961824365198,16.029904882482946,45.8058895970743,-50.99493314638759,24.503308049462966,17.098303031921386,17.556502310434976,6.72551883480423
4,2012-11-23,INTC,19.530000686645508,19.84000015258789,19.510000228881836,14.822136878967285,51711900.0,4.0,-0.4702995040796676,16.900299510980492,14.359484996770973,35.388420265406694,-140.5920127627326,38.59617362461466,15.795809110005697,16.589630317687988,6.72551883480423
4,2012-11-23,MSFT,27.229999542236328,27.770000457763672,27.200000762939453,22.9050235748291,57845700.0,4.0,-0.4747582158778698,24.78110634571305,21.38947356456527,43.95568979634096,-59.68894946136528,14.995998499436357,23.31591377258301,24.16848850250244,6.72551883480423
4,2012-11-23,NVDA,2.9674999713897705,3.009999990463257,2.952500104904175,2.7494468688964844,27693200.0,4.0,-0.06795247101385815,3.001374630066017,2.5616078576125108,44.43441639660441,-58.47662218622399,16.873560424628696,2.8209489981333413,2.961683185895284,6.72551883480423
4,2012-11-23,QCOM,62.349998474121094,63.15999984741211,62.20000076293945,47.852439880371094,4803200.0,4.0,0.43423358844408,48.486214161181906,43.31801023457005,56.043767653426876,135.07237464519386,16.924043225260966,45.61508394877116,46.52007662455241,6.72551883480423
5,2012-11-26,AAPL,20.56785774230957,21.071428298950195,20.489643096923828,18.136768341064453,630579600.0,0.0,-0.44974170298129934,18.910862400770245,15.849953410386986,47.69276661385848,-6.331713119885933,8.698171061666285,18.011710103352865,19.305450344085692,18.873338198749252
5,2012-11-26,AMD,1.9600000381469727,1.9700000286102295,1.840000033378601,1.8700000047683716,30192600.0,0.0,-0.21536444559722323,2.1880424735524038,1.8029574754260205,31.338860208579405,-76.90101848595613,28.86132593761233,2.17233331600825,2.8431666672229765,18.873338198749252
5,2012-11-26,AMZN,12.019499778747559,12.215999603271484,11.899999618530273,12.180999755859375,83566000.0,0.0,-0.05693305565176665,12.18924280731375,10.92620728881662,53.18850545226722,88.44310844024497,13.379022716182762,11.711183389027914,12.216591660181681,18.873338198749252
5,2012-11-26,BIDU,96.76000213623047,96.76000213623047,94.3499984741211,95.44999694824219,3834900.0,0.0,-4.574538889056413,114.94213224658719,87.32886766186007,38.57632882493484,-98.66627226068061,45.88028349633594,105.10999984741211,108.58049952189127,18.873338198749252
5,2012-11-26,GOOG,16.598783493041992,16.61273193359375,16.413976669311523,16.46702766418457,88514535.0,0.0,-0.29047482115958445,17.265249874063997,16.012392566731904,44.26830664224498,-64.51586735254313,29.50676948731921,17.029054260253908,17.54981902440389,18.873338198749252
5,2012-11-26,INTC,19.690000534057617,19.920000076293945,19.6200008392334,14.94991683959961,67047900.0,0.0,-0.4542332199475254,16.873994622279298,14.284235777806153,36.79550314639067,-116.81426482008608,35.13397417515231,15.754518191019693,16.528810850779216,18.873338198749252
5,2012-11-26,MSFT,27.540000915527344,27.579999923706055,27.170000076293945,22.648685455322266,85198700.0,0.0,-0.44141741131627654,24.77850482384786,21.368706632450966,42.408668614811596,-67.11958059214668,15.561175707930367,23.27859853108724,24.127276611328124,18.873338198749252
5,2012-11-26,NVDA,2.9800000190734863,3.0350000858306885,2.9749999046325684,2.7979683876037598,36460000.0,0.0,-0.05789452092022218,3.001639738315518,2.5617590520439792,46.24193593841459,-34.31102657412814,12.649526951342486,2.8172616640726726,2.9536412755648294,18.873338198749252
5,2012-11-26,QCOM,62.75,63.040000915527344,62.040000915527344,47.36732482910156,11120000.0,0.0,0.45235788657613085,48.52564753054502,43.646964850436426,54.203298675293404,110.18888644299612,14.685699888326734,45.683556747436526,46.529361216227215,18.873338198749252
6,2012-11-27,AAPL,21.055356979370117,21.086429595947266,20.717857360839844,17.990644454956055,533330000.0,1.0,-0.3651699916718414,18.784403176320666,15.90876584528578,46.884107937445975,-1.0081773959041513,8.360165671281074,17.97021458943685,19.26154505411784,4.548119477992102
